filename,center_x,center_y,shape_area,shape_perimeter,shape_aspect_ratio,shape_circularity
0000.jpg,898.2,1115.8666666666666,8463.0,350.5488655975324,0.7906976744186046,0.8654402166475796
0000.jpg,2064.25,200.5,35619.5,698.2057277788904,0.8360655737704918,0.9181864266034799
0000.jpg,2383.75,1556.25,5830.0,296.72882582706455,1.2073170731707317,0.8320682348964235
0000.jpg,919.8461538461538,1739.923076923077,2008.0,166.22046840191956,0.8275862068965517,0.9132813075854582
0000.jpg,713.8076923076923,369.7307692307692,15616.0,561.9031010280883,1.321917808219178,0.621522430213302
0000.jpg,808.6,1025.1333333333334,8267.0,355.15383946367047,0.7153284671532847,0.82361599746063
0000.jpg,2476.923076923077,306.9230769230769,29978.0,757.535243086536,1.6593406593406594,0.6564578322867705
0000.jpg,1077.3333333333333,1335.25,3440.0,216.25976113160277,1.3157894736842106,0.9243083336187173
0000.jpg,1242.5833333333333,68.83333333333333,39705.0,847.7653117076333,2.1055900621118013,0.6942306433586846
0000.jpg,2547.8,471.5,10198.0,382.54070833783913,1.3333333333333333,0.8757286461716646
0000.jpg,2359.625,609.875,9170.0,360.8883034717791,1.2233009708737863,0.8847765149347274
0000.jpg,644.6666666666666,906.1333333333333,4186.0,253.45133197805734,0.7291666666666666,0.8188793738854904
0000.jpg,866.7272727272727,994.9090909090909,2162.0,175.423647951807,1.0754716981132075,0.8828547901174004
0000.jpg,563.1538461538462,1396.6923076923076,1612.0,150.9430470420239,1.225,0.8890960402861541
0000.jpg,689.2307692307693,951.6153846153846,1128.0,123.98400032403065,0.9512195121951219,0.922120494079288
0000.jpg,163.23076923076923,1297.6153846153845,2195.5,198.4824795541931,1.0793650793650793,0.700323906723874
0000.jpg,876.0,1575.3333333333333,499.5,82.06248820788677,0.7857142857142857,0.9320860206930905
0000.jpg,570.875,1743.875,8300.5,381.008740338126,1.275229357798165,0.7185289005188237
0000.jpg,479.35714285714283,1048.4285714285713,5366.5,324.62745731147504,1.4698795180722892,0.6399270929373055
0000.jpg,661.125,800.25,2181.0,180.55481404516044,0.9016393442622951,0.8407122682792086
0000.jpg,62.5,1126.7857142857142,1030.5,138.29699522314377,1.3157894736842106,0.6770681296182269
0000.jpg,498.73333333333335,1387.4666666666667,960.0,111.5223223377402,1.0588235294117647,0.9699681811398922
0000.jpg,955.0833333333334,1515.4166666666667,1048.0,118.38170401155361,0.9743589743589743,0.9397275789867097
0000.jpg,827.2666666666667,1177.4666666666667,2331.0,194.01885044032028,0.828125,0.7781517229925898
0000.jpg,893.6666666666666,1345.6666666666667,796.0,103.33848524879666,0.8611111111111112,0.9366961800996516
0000.jpg,2754.0,692.75,10208.0,437.8099436887575,0.4482758620689655,0.6692359818757256
0000.jpg,909.6666666666666,1442.4666666666667,841.5,106.8558143434345,0.9428571428571428,0.9261208624453635
0000.jpg,913.0909090909091,1244.6363636363637,4813.0,275.3467563056045,1.2602739726027397,0.797748132737925
0000.jpg,63.07692307692308,1281.2307692307693,692.0,95.3001035411,1.2222222222222223,0.9574789029115162
0000.jpg,44.07142857142857,1353.9285714285713,2210.0,191.48977617309046,0.9242424242424242,0.7573749811165341
0000.jpg,319.38461538461536,1110.4615384615386,1046.5,131.2657962938639,1.0731707317073171,0.763213320866519
0000.jpg,53.166666666666664,1766.1666666666667,5880.5,341.5670186840103,1.6025641025641026,0.6333915426914717
0000.jpg,893.2727272727273,1642.0,646.0,95.63112033921676,1.2222222222222223,0.8876543683932607
0000.jpg,552.8181818181819,545.4545454545455,1738.5,154.50676277827608,0.7142857142857143,0.9151442861125786
0000.jpg,562.7,636.4,3286.0,227.6015928854332,0.8227848101265823,0.7971257319380809
0000.jpg,99.9090909090909,1524.4545454545455,12005.0,474.6111179322647,0.7757575757575758,0.6697245412282282
0000.jpg,508.5,1582.1,455.0,78.67041959304969,0.9615384615384616,0.9238433300852495
0000.jpg,690.0,1066.8,701.5,126.68043886487453,1.9259259259259258,0.549311158099401
0000.jpg,681.0833333333334,1201.0833333333333,7063.5,352.3237950764986,0.6879432624113475,0.7150655622900259
0000.jpg,748.7272727272727,931.7272727272727,2886.5,225.4989311816754,0.5934065934065934,0.7133332211854363
0000.jpg,49.75,1600.6666666666667,146.0,49.44981983728539,0.8666666666666667,0.750297142597268
0000.jpg,87.63157894736842,1554.3157894736842,379.0,82.87022503254384,2.0625,0.6935088980692746
0000.jpg,132.36363636363637,1497.2727272727273,306.5,71.54057698675155,1.4736842105263157,0.7525501833717055
0000.jpg,129.06666666666666,1545.1333333333334,224.5,57.38466010718447,0.9473684210526315,0.8567114712764871
0000.jpg,348.6842105263158,1174.5263157894738,352.5,72.8545546801723,1.2272727272727273,0.8345561646019849
0000.jpg,295.04347826086956,1062.5652173913043,630.0,90.03339885262628,1.0740740740740742,0.9766593732288821
0000.jpg,22.129032258064516,930.6451612903226,740.5,110.05877213172451,0.8857142857142857,0.7682199836891829
0000.jpg,601.3888888888889,1243.1666666666667,475.0,80.67323379530774,0.8571428571428571,0.9171588088137232
0000.jpg,699.5625,1252.4375,177.0,53.73768768301635,0.8333333333333334,0.7702384249527705
0000.jpg,305.52941176470586,1444.235294117647,343.5,78.69804215480745,1.9375,0.6969614369407977
0000.jpg,326.25,1454.8125,75.0,32.63388541232767,1.1,0.8849802096289233
